,url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box office_min,box_office_max,box_office_avg,box_office_error,external_links,error,box_office_min
37173,https://en.wikipedia.org/wiki/In_the_Arms_of_My_Enemy,44306,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0814795/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/voleurs_de_chevaux/'}",,
31886,https://en.wikipedia.org/wiki/A_Price_Above_Rubies,44308,,,,,,,"$1,081,957",USD,1081957.0,1081957.0,1081957.0,,"{'IMDb': 'https://www.imdb.com/title/tt0120793/', 'AllMovie': 'https://www.allmovie.com/movie/v160458', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/price_above_rubies'}",,
5112,https://en.wikipedia.org/wiki/Metallic_Blues,44316,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0402374/', 'Official Site': 'http://www.medialuna-entertainment.de'}",,
2166,https://en.wikipedia.org/wiki/Clandestinos_(2007_film),44320,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0815447/', '""La Guardia Civil estudia si la película \'Clandestinos\' ofende a la Institución""': 'http://www.elmundo.es/elmundo/2008/03/28/espana/1206710141.html'}",,
20007,https://en.wikipedia.org/wiki/Our_Lady_of_the_Assassins_(film),44321,,,,,,,"$624,525[3]",USD,624525.0,624525.0,624525.0,,"{'IMDb': 'https://www.imdb.com/title/tt0250809/', 'AllMovie': 'https://www.allmovie.com/movie/v220965'}",,
32787,"https://en.wikipedia.org/wiki/East_Palace,_West_Palace",44322,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0119007/', 'AllMovie': 'https://www.allmovie.com/movie/v154960', 'Strand Releasing': 'https://web.archive.org/web/20120218114038/http://www.strandreleasing.com/films/film_details.asp?BusinessUnitID=%7B6C55ACB3-619F-4D53-8D8C-BAC96AE0FB16%7D&ProjectID=%7BCDF3ECA1-4829-4A69-931B-1505981479A7%7D'}",,
30506,https://en.wikipedia.org/wiki/Extremities_(film),44326,,,,,,,,,,,,,{},Failed to fetch content,
12454,https://en.wikipedia.org/wiki/Avanti_Popolo_(1986_film),44337,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0090677/'},,
19870,https://en.wikipedia.org/wiki/Wendigo_(film),44340,,,,,,,"$1,107",USD,1107.0,1107.0,1107.0,,"{'Official website': 'http://www.thewendigo.com/', 'IMDb': 'https://www.imdb.com/title/tt0275067/'}",,
55211,https://en.wikipedia.org/wiki/The_Cutting_Edge:_The_Magic_of_Movie_Editing,44345,"<$1,000,000[1]",USD,1000000.0,1000000.0,1000000.0,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0428441/'},,
21472,https://en.wikipedia.org/wiki/Soundless_Wind_Chime,44346,,,,,,,,,,,,,"{'Official website': 'http://www.soundlesswindchime.com/', 'IMDb': 'https://www.imdb.com/title/tt1360832/', 'Sepiasonic': 'http://www.sepiasonic.com'}",,
6867,https://en.wikipedia.org/wiki/I_Dreamt_Under_the_Water,44352,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1065444/', 'AllMovie': 'https://www.allmovie.com/movie/v423656', 'British Film Institute': 'https://web.archive.org/web/20230207162525/https://www2.bfi.org.uk/films-tv-people/4ce2b8cb79c9c', 'Febiofest- prague international film festival 2009': 'https://web.archive.org/web/20091114094409/http://www.febiofest.cz/en/detail_filmu.php?filmid=2008448&PHPSESSID=whsavlvz'}",,
5164,https://en.wikipedia.org/wiki/Frozen_(2010_film),44363,,,,,,,$3.8 million[1],USD,3800000.0,3800000.0,3800000.0,,"{'IMDb': 'https://www.imdb.com/title/tt1323045/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=frozen.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/10012051-frozen', 'Metacritic': 'https://www.metacritic.com/movie/frozen'}",,
17253,https://en.wikipedia.org/wiki/Urban_Feel,44366,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0162420/'},,
7401,https://en.wikipedia.org/wiki/Bollywood_Queen,44367,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0321494/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/1134968_bollywood_queen'}",,
6979,https://en.wikipedia.org/wiki/Boy_(2009_film),44369,,,,,,,,,,,,,"{'Blogger': 'https://boythemovie.blogspot.com', 'IMDb': 'https://www.imdb.com/title/tt1436336/', 'Boypage on Film Development Council of the Philippines site': 'https://web.archive.org/web/20100722095604/http://filmdevcouncilph.org/index.php?option=com_sobi2&sobi2Task=sobi2Details&sobi2Id=60&Itemid=0'}",,
38303,https://en.wikipedia.org/wiki/Buzz_(film),44372,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0161353/'},,
38888,https://en.wikipedia.org/wiki/New_Best_Friend,44373,$8 million[3],USD,8000000.0,8000000.0,8000000.0,,"$46,375[4]",USD,46375.0,46375.0,46375.0,,"{'IMDb': 'https://www.imdb.com/title/tt0191074/', 'AllMovie': 'https://www.allmovie.com/movie/v260901'}",,
14208,https://en.wikipedia.org/wiki/The_Gleaners_and_I,44379,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0247380/', 'Reviews and information from the Rotten Tomatoes website': 'http://www.rottentomatoes.com/m/gleaners_and_i/'}",,
48714,https://en.wikipedia.org/wiki/Napoleon_(1995_film),44381,Approximately $4.3 million[2],USD,4300000.0,4300000.0,4300000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0113932/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/1082060-napoleon', 'Napoleon': 'https://www.ozmovies.com.au/movie/napoleon', 'Internet Archive': 'https://archive.org/details/napoleon-1995'}",,
14053,https://en.wikipedia.org/wiki/It_Had_to_Be_You_(2000_film),44388,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0139388/'},,
28187,https://en.wikipedia.org/wiki/Highball_(film),44389,,,,,,,,,,,,,{},Failed to fetch content,
28720,https://en.wikipedia.org/wiki/Diary_(1983_film),44394,,,,,,,,,,,,,{},Failed to fetch content,
34626,https://en.wikipedia.org/wiki/Big_Man_on_Campus,44403,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0096925/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/big_man_on_campus'}",,
49088,https://en.wikipedia.org/wiki/Carnage_(2002_film),44408,€3.4 million[1],EUR,3400000.0,3400000.0,3400000.0,,"$60,158[1]",USD,,60158.0,60158.0,,{'IMDb': 'https://www.imdb.com/title/tt0280523/'},,60158.0
25034,https://en.wikipedia.org/wiki/Company_Man_(film),44412,$16 million,USD,16000000.0,16000000.0,16000000.0,,"$146,193 (US)",USD,146193.0,146193.0,146193.0,,"{'IMDb': 'https://www.imdb.com/title/tt0177650/', 'AllMovie': 'https://www.allmovie.com/movie/v201728', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=companyman.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/company_man', 'Metacritic': 'https://www.metacritic.com/movie/company-man'}",,
22994,https://en.wikipedia.org/wiki/The_Holy_Girl,44413,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0300270/', 'AllMovie': 'https://www.allmovie.com/movie/v306958', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/the_holy_girl', 'cinenacional.com': 'http://www.cinenacional.com/peliculas/index.php?pelicula=2522', 'YouTube': 'https://www.youtube.com/watch?v=ILc19QUijkM'}",,
38825,https://en.wikipedia.org/wiki/Liebestraum_(film),44414,£5 million[1],GBP,5000000.0,5000000.0,5000000.0,,"$133,645 (Domestic)[2]",USD,133645.0,133645.0,133645.0,,"{'IMDb': 'https://www.imdb.com/title/tt0102299/', 'AllMovie': 'https://www.allmovie.com/movie/v29175', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/liebestraum'}",,
26949,https://en.wikipedia.org/wiki/Benji:_Off_the_Leash!,44415,,,,,,,,,,,,,{},Failed to fetch content,
35583,https://en.wikipedia.org/wiki/Dark_Arc,44416,"$250,000 CAD (estimated)",CAD,250000.0,250000.0,250000.0,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0429980/'},,
18424,https://en.wikipedia.org/wiki/The_Over_the_Hill_Band,44419,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt1359586/'},,
56365,https://en.wikipedia.org/wiki/881_(film),44423,S$1 million[1],USD,1000000.0,1000000.0,1000000.0,,,,,,,,"{'881': 'http://zhaowei.com/web/index.php/films/881-2007', 'IMDb': 'https://www.imdb.com/title/tt0979847/', 'Archived': 'http://881themovie.com/'}",,
16784,https://en.wikipedia.org/wiki/A_Chinese_Ghost_Story:_The_Tsui_Hark_Animation,44424,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0125037/'},,
32675,https://en.wikipedia.org/wiki/Dabangg,44425,₹41 crore[2],INR,410000000.0,410000000.0,410000000.0,,est. ₹221.14 crore[3],INR,2211400000.0,2211400000.0,2211400000.0,,{},,
19343,https://en.wikipedia.org/wiki/The_Devil_Within_(2010_film),44426,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt1263018/'},,
8751,https://en.wikipedia.org/wiki/LOL_(2006_film),44434,,,,,,,,,,,,,"{'': 'http://www.lolthemovie.com', 'IMDb': 'https://www.imdb.com/title/tt0462392/'}",,
9414,https://en.wikipedia.org/wiki/Trauma_(1993_film),44435,$7 million (est.),USD,7000000.0,7000000.0,7000000.0,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0104053/'},,
13522,https://en.wikipedia.org/wiki/The_Book_of_Revelation_(film),44440,,,,,,,"A$271,261 (Australia)[1]",AUD,271261.0,271261.0,271261.0,,"{'IMDb': 'https://www.imdb.com/title/tt0424863/', 'AllMovie': 'https://www.allmovie.com/movie/v358544', 'The Book of Revelation at the National Film and Sound Archive': 'http://colsearch.nfsa.afc.gov.au/nfsa/search/display/display.w3p;adv=yes;group=;groupequals=;holdingType=;page=0;parentid=;query=691760;querytype=;rec=0;resCount=10', 'The Book of Revelation': 'https://www.ozmovies.com.au/movie/book-of-revelation'}",,
25819,https://en.wikipedia.org/wiki/Four_Nights_with_Anna,44442,"€1,860,000[1]",EUR,1860000.0,1860000.0,1860000.0,,"$153,604[2]",USD,153604.0,153604.0,153604.0,,{'IMDb': 'https://www.imdb.com/title/tt1225290/'},,
15182,https://en.wikipedia.org/wiki/Perhaps_Love_(2005_film),44458,US$10 million[1],USD,10000000.0,10000000.0,10000000.0,,US$7 million[2],USD,7000000.0,7000000.0,7000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0454914/', 'Douban': 'https://movie.douban.com/subject/1418070/', 'Hong Kong Movie DataBase': 'https://www.hkmdb.com/db/movies/view.mhtml?id=11137&display_set=eng', 'AllMovie': 'https://www.allmovie.com/movie/v2284601', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/1190640-1190640-perhaps_love', 'Letterboxd': 'https://letterboxd.com/film/perhaps-love/', 'The Star': 'http://star-ecentral.com/news/story.asp?file=/2005/11/25/movies/12638548&sec=movies', 'Review': 'http://www.lovehkfilm.com/reviews_2/perhaps_love.htm'}",,
15196,https://en.wikipedia.org/wiki/The_Rich_Man%27s_Wife,44465,,,,,,,"$8,543,587[1]",USD,8543587.0,8543587.0,8543587.0,,"{'IMDb': 'https://www.imdb.com/title/tt0117473/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/rich_mans_wife'}",,
31942,https://en.wikipedia.org/wiki/Ice_Cream_Man_(film),44470,$2 million,USD,2000000.0,2000000.0,2000000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0113376/', 'AllMovie': 'https://www.allmovie.com/movie/v151878', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/ice_cream_man'}",,
7062,https://en.wikipedia.org/wiki/The_Watermelon_Woman,44479,"$300,000[2]",USD,300000.0,300000.0,300000.0,,,,,,,,"{'Official website': 'https://web.archive.org/web/20011130013626/http://www.cheryldunye.com/pages/watermelon.html', 'IMDb': 'https://www.imdb.com/title/tt0118125/', 'AllMovie': 'https://www.allmovie.com/movie/v136227', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/444181/enwp', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/61664', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/the_watermelon_woman/', 'The Watermelon Woman - Who Are We Forgetting?': 'https://www.youtube.com/watch?v=FFdsT5roD4Y'}",,
5429,https://en.wikipedia.org/wiki/Teenage_Bonnie_and_Klepto_Clyde,44482,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0108306/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/teenage_bonnie_and_klepto_clyde'}",,
21510,https://en.wikipedia.org/wiki/Ice_Men_(film),44489,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0233911/'},,
30412,https://en.wikipedia.org/wiki/Chuck_%26_Buck,44490,,,,,,,$1.2 million[3],USD,1200000.0,1200000.0,1200000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0200530/', 'AllMovie': 'https://www.allmovie.com/movie/v186976', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=chuckandbuck.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/chuck_and_buck'}",,
14933,https://en.wikipedia.org/wiki/Horror_(2002_film),44493,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0304166/', 'AllMovie': 'https://www.allmovie.com/movie/v282698', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/horror'}",,
49936,https://en.wikipedia.org/wiki/Hustler_White,44497,"$50,000[1]",USD,50000.0,50000.0,50000.0,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0116587/'},,
20690,https://en.wikipedia.org/wiki/The_Graveyard_(film),44499,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0440441/', 'AllMovie': 'https://www.allmovie.com/movie/v346965'}",,
9915,https://en.wikipedia.org/wiki/The_Piano_Tuner_of_Earthquakes,44502,,,,,,,,,,,,,"{'Metacritic': 'https://www.metacritic.com/film/titles/pianotunerofearthquakes', 'Rotten Tomatoes': 'http://www.rottentomatoes.com/m/piano_tuner_of_earthquakes/', 'MovieScore Media': 'http://moviescoremedia.com/the-pianotuner-of-earthquakes-christopher-slaski/', 'IMDb': 'https://www.imdb.com/title/tt0342882/', 'AllMovie': 'https://www.allmovie.com/movie/v335551', '""Film in Review:The Piano Tuner of Earthquakes""': 'https://www.nytimes.com/2006/11/17/arts/movies/film-in-review-the-piano-tuner-of-earthquakes.html'}",,
33210,https://en.wikipedia.org/wiki/Red_Riding_Hood_(2006_film),44507,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0385988/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/red_riding_hood2004', 'Red Riding Hood: An Inside Look at HighDef': 'http://www.highdef.com/magazine//archive/HighDef_Volume5Issue4L.pdf'}",,
668,https://en.wikipedia.org/wiki/Noodle_(film),44511,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0892332/', 'Movie review and trailer, ""At the Movies,"" ABC.': 'http://www.abc.net.au/atthemovies/txt/s2589598.htm', 'More complete list of awards and screenings at film festivals.': 'http://www.israelifilms.com/40420/Noodle'}",,
29931,https://en.wikipedia.org/wiki/Father_and_Son_(2003_film),44513,,,,,,,,,,,,,{},Failed to fetch content,
13612,"https://en.wikipedia.org/wiki/Same_Love,_Same_Rain",44516,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0210843/', 'cinenacional.com': 'http://www.cinenacional.com/peliculas/index.php?pelicula=2345', 'El mismo amor, la misma lluvia': 'http://www.cineismo.com/criticas/mismo%20amor,%20la%20misma%20lluvia,%20el.htm', 'YouTube': 'https://www.youtube.com/watch?v=FmkgidilUbw'}",,
39300,https://en.wikipedia.org/wiki/La_Fiebre_del_Loco,44517,,,,,,,,,,,,,{},Failed to fetch content,
15312,https://en.wikipedia.org/wiki/Broken_Promise,44520,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1369830/', 'Eurochannel': 'http://eurochannel.com/en/Broken-Promise-Jiri-Chlumsky-Slovakia.html'}",,
35066,https://en.wikipedia.org/wiki/Kings_and_Queen,44524,"$3,8 million",USD,38000000.0,38000000.0,38000000.0,,"$4,575,710[1]",USD,4575710.0,4575710.0,4575710.0,,"{'IMDb': 'https://www.imdb.com/title/tt0344273/', 'AllMovie': 'https://www.allmovie.com/movie/v313596'}",,
20390,https://en.wikipedia.org/wiki/City_of_Life,44529,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1159926/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/city_of_life'}",,
12466,https://en.wikipedia.org/wiki/Somebody_to_Love_(1994_film),44535,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0111237/'},,
16149,https://en.wikipedia.org/wiki/An_Amazing_Couple,44539,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0234940/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/un_couple_epatant'}",,
32310,https://en.wikipedia.org/wiki/Virginia%27s_Run,44540,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0307639/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/virginias_run'}",,
38930,https://en.wikipedia.org/wiki/Peepli_Live,44549,₹10 crore[1],INR,100000000.0,100000000.0,100000000.0,,est. ₹46.85 crore[2],INR,468500000.0,468500000.0,468500000.0,,"{'Official website': 'http://www.peeplilivethefilm.com/', 'Archived': 'http://www.akpfilms.com/peepli.htm'}",,
24699,https://en.wikipedia.org/wiki/A_Man_Called_Hero,44554,,,,,,,"HK$23,368,902",HKD,23368902.0,23368902.0,23368902.0,,"{'IMDb': 'https://www.imdb.com/title/tt0203672/', 'AllMovie': 'https://www.allmovie.com/movie/v186570', 'Hong Kong Movie DataBase': 'https://www.hkmdb.com/db/movies/view.mhtml?id=8529&display_set=eng'}",,
37365,https://en.wikipedia.org/wiki/A_Simple_Noodle_Story,44555,$12 million[1],USD,12000000.0,12000000.0,12000000.0,,$38.6 million[1][2],USD,38600000.0,38600000.0,38600000.0,,"{'Official website': 'http://sanqiang.sina.com.cn/', 'AllMovie': 'https://www.allmovie.com/movie/v515842', 'IMDb': 'https://www.imdb.com/title/tt1428556/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=noodleshop.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/770857882'}",,
9370,https://en.wikipedia.org/wiki/A_Soul_Haunted_by_Painting,44558,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0107158/', 'AllMovie': 'https://www.allmovie.com/movie/v133748'}",,
19214,https://en.wikipedia.org/wiki/Aftershock_(2010_film),44560,less than $25 million[1],USD,25000000.0,25000000.0,25000000.0,,¥665 million RMB (US$108 million)[2],JPY,665000000.0,665000000.0,665000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt1393746/', 'Wayback Machine': 'https://web.archive.org/web/20110927203215/http://zemletryasenie-film.ru/', 'Archived': 'http://www.manycinemas.org/Cen_Cheng.html', 'Straits Times': 'https://web.archive.org/web/20100811022427/http://www.straitstimes.com/BreakingNews/Lifestyle/Story/STIStory_564030.html'}",,
29058,https://en.wikipedia.org/wiki/Wilt_(film),44561,,,,,,,,,,,,,{},Failed to fetch content,
3363,https://en.wikipedia.org/wiki/Ed_and_His_Dead_Mother,44562,$1.8 million[1],USD,1800000.0,1800000.0,1800000.0,,$673[1],USD,673.0,673.0,673.0,,"{'IMDb': 'https://www.imdb.com/title/tt0106792/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/ed_and_his_dead_mother'}",,
21125,"https://en.wikipedia.org/wiki/Semen,_A_Love_Story",44563,,,,,,,,,,,,,{},,
5001,https://en.wikipedia.org/wiki/The_Dilemma,44564,$70 million[3],USD,70000000.0,70000000.0,70000000.0,,$69.7 million[3],USD,69700000.0,69700000.0,69700000.0,,"{'IMDb': 'https://www.imdb.com/title/tt1578275/', 'AllMovie': 'https://www.allmovie.com/movie/v518022', 'The Numbers': 'https://www.the-numbers.com/movie/Dilemma-The'}",,
26727,https://en.wikipedia.org/wiki/Khatta_Meetha_(2010_film),44565,₹35 crore[1],INR,350000000.0,350000000.0,350000000.0,,₹62.79 crore[1],INR,627900000.0,627900000.0,627900000.0,,"{'IMDb': 'https://www.imdb.com/title/tt1455811/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/khatta_meetha_2010', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=khattameetha.htm', 'Bollywood Hungama': 'https://www.bollywoodhungama.com/movie/khatta-meetha/cast/'}",,
54071,https://en.wikipedia.org/wiki/Anjaana_Anjaani,44566,₹38 crore[2],INR,380000000.0,380000000.0,380000000.0,,₹69.85 crore[3],INR,,698500000.0,698500000.0,,"{'IMDb': 'https://www.imdb.com/title/tt1499201/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/anjaana_anjaani', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=anjaanaanjaani.htm'}",,698500000.0
9241,https://en.wikipedia.org/wiki/Prayer_of_the_Rollerboys,44568,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0102703/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/prayer_of_the_rollerboys', 'role-playing game': 'http://www.paper-dragon.com/cyberpunk/rns/rollerboys/'}",,
9553,https://en.wikipedia.org/wiki/The_King_of_Fighters_(film),44571,$12 million[citation needed],USD,12000000.0,12000000.0,12000000.0,,"$502,153[3]",USD,502153.0,502153.0,502153.0,,"{'IMDb': 'https://www.imdb.com/title/tt1038685/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/king_of_fighters'}",,
39616,https://en.wikipedia.org/wiki/Undermind_(film),44575,,,,,,,,,,,,,{},Failed to fetch content,
1890,https://en.wikipedia.org/wiki/Leo_Sonnyboy,44583,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0104709/'},,
12095,https://en.wikipedia.org/wiki/Hellphone,44588,€7.4 million,EUR,7400000.0,7400000.0,7400000.0,,$5.7 million[1],USD,5700000.0,5700000.0,5700000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0775480/', 'Hellphone - AlloCine': 'http://www.allocine.fr/film/fichefilm_gen_cfilm=111102.html'}",,
13036,https://en.wikipedia.org/wiki/The_Clan_%E2%80%93_Tale_of_the_Frogs,44589,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0087564/'},,
41722,https://en.wikipedia.org/wiki/Barry_Munday,44594,,,,,,,,,,,,,{},Failed to fetch content,
43326,https://en.wikipedia.org/wiki/An_Uneventful_Story,44595,,,,,,,,,,,,,{},Failed to fetch content,
11276,https://en.wikipedia.org/wiki/Hereafter_(film),44603,$50 million[3],USD,50000000.0,50000000.0,50000000.0,,$107 million[4][5],USD,107000000.0,107000000.0,107000000.0,,"{'Official website': 'https://www.warnerbros.com/hereafter', 'IMDb': 'https://www.imdb.com/title/tt1212419/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=hereafter.htm'}",,
37964,https://en.wikipedia.org/wiki/Night_Flight_from_Moscow,44607,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0069251/', 'AllMovie': 'https://www.allmovie.com/movie/v35216', 'Trailer': 'http://www.pathfinderpictures.com/mov/trailers/nightflight.mov'}",,
28850,https://en.wikipedia.org/wiki/Lafangey_Parindey,44613,,,,,,,₹227 million (US$2.7 million)[1],INR,227000000.0,227000000.0,227000000.0,,"{'Official website': 'http://www.lafangeyparindey.com/', 'IMDb': 'https://www.imdb.com/title/tt1606267/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/lafangey_parindey', 'Bollywood Hungama': 'https://www.bollywoodhungama.com/movie/lafangey-parindey/cast/'}",,
25693,https://en.wikipedia.org/wiki/The_Man_Who_Quit_Smoking,44618,,,,,,,SEK 6.5 million (Sweden)[1],SEK,6500000.0,6500000.0,6500000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0068916/', 'Swedish Film Institute Database': 'https://www.svenskfilmdatabas.se/en/item/?type=film&itemid=4900'}",,
43276,https://en.wikipedia.org/wiki/Elo%C3%AFse%27s_Lover,44620,,,,,,,,,,,,,{},Failed to fetch content,
43221,https://en.wikipedia.org/wiki/Speaking_in_Code,44621,,,,,,,,,,,,,{},Failed to fetch content,
6501,https://en.wikipedia.org/wiki/The_Curve_(1998_film),44625,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0123034/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/curve'}",,
17893,https://en.wikipedia.org/wiki/Seasons_Change_(film),44627,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0880477/'},,
12039,https://en.wikipedia.org/wiki/Animal_Kingdom_(film),44629,$5 million[1],USD,5000000.0,5000000.0,5000000.0,,$7.2 million[2],USD,7200000.0,7200000.0,7200000.0,,"{'Official website': 'http://www.animalkingdommovie.com', 'AllMovie': 'https://www.allmovie.com/movie/v507431', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=animalkingdom.htm', 'IMDb': 'https://www.imdb.com/title/tt1313092/', 'Metacritic': 'https://www.metacritic.com/movie/animal-kingdom', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/animal_kingdom'}",,
18407,https://en.wikipedia.org/wiki/Aces_High_(film),44630,"£1,250,000[2]",GBP,1250000.0,1250000.0,1250000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0075627/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/aces-high', 'allmovie/synopsis': 'http://www.allmovie.com/movie/aces-high-v83083'}",,
34512,https://en.wikipedia.org/wiki/Woman_Thou_Art_Loosed,44634,$3 million[1][2],USD,3000000.0,3000000.0,3000000.0,,$6.8 million[3],USD,6800000.0,6800000.0,6800000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0399901/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/woman_thou_art_loosed', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=womanthouartloosed.htm', 'Magnolia Films': 'http://www.magpictures.com/profile.aspx?id=508d4a88-2d96-41a8-adfd-fdcc6bc71643'}",,
27344,https://en.wikipedia.org/wiki/Just_a_Kiss_(film),44635,,,,,,,"$64,389[3]",USD,64389.0,64389.0,64389.0,,"{'IMDb': 'https://www.imdb.com/title/tt0245479/', 'AllMovie': 'https://www.allmovie.com/movie/v265927', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/just_a_kiss'}",,
9424,https://en.wikipedia.org/wiki/The_Tempest_(2010_film),44638,$20 million[1],USD,20000000.0,20000000.0,20000000.0,,"$346,594[1]",USD,346594.0,346594.0,346594.0,,"{'Official website': 'http://tempest-themovie.com', 'IMDb': 'https://www.imdb.com/title/tt1274300/', 'AllMovie': 'https://www.allmovie.com/movie/v472709'}",,
