,url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box office_min,box_office_max,box_office_avg,box_office_error,external_links,error,box_office_min
43784,https://en.wikipedia.org/wiki/Inside_Job_(2010_film),44639,$2 million[1],USD,2000000.0,2000000.0,2000000.0,,$7.9 million[2],USD,,7900000.0,7900000.0,,"{'Official website': 'http://www.sonyclassics.com/insidejob', 'IMDb': 'https://www.imdb.com/title/tt1645089/', 'Metacritic': 'https://www.metacritic.com/movie/inside-job', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/inside_job_2010', ""IONCINEMA.com TIFF 2010 Viral: Charles Ferguson'sInside Job"": 'http://www.ioncinema.com/news/id/5505/tiff-2010-day-1-charles-fergusons-inside-job', ""Radio interview for 'It's The Economy' with Claudia Cragg KGNU"": 'http://ccragg123.libsyn.com/-inside-job-the-movie-a-conversation-with-director-charles-ferguson-and-with-professor-robert-pollin-u-mass-amherst-'}",,7900000.0
16818,https://en.wikipedia.org/wiki/Never_Apologize,44640,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt1024965/'},,
44247,https://en.wikipedia.org/wiki/Men_with_Guns,44641,$2.3 million[1],USD,2300000.0,2300000.0,2300000.0,,"$910,773[2]",USD,,910773.0,910773.0,,"{'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/61334', 'IMDb': 'https://www.imdb.com/title/tt0119657/', 'AllMovie': 'https://www.allmovie.com/movie/v158662'}",,910773.0
537,https://en.wikipedia.org/wiki/Rock_Slyde,44647,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1258154/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/rock_slyde'}",,
2769,https://en.wikipedia.org/wiki/My_Little_Bride,44656,,,,,,,,,,,,,"{'Korean Movie Database': 'https://www.kmdb.or.kr/eng/db/kor/detail/movie/K/06144', 'IMDb': 'https://www.imdb.com/title/tt0395140/'}",,
17236,https://en.wikipedia.org/wiki/Dark_Eyes_(1987_film),44658,,,,,,,,,,,,,"{'AllMovie': 'https://www.allmovie.com/movie/v12245', 'IMDb': 'https://www.imdb.com/title/tt0093664/'}",,
14252,https://en.wikipedia.org/wiki/Moscow_Chill,44663,$1 million (estimated),USD,1000000.0,1000000.0,1000000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0426114/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/moscow-chill', 'Moscow Chill review by Greg Wright - Christian Cinema': 'http://www.christiancinema.com/catalog/article_info.php?articles_id=6115'}",,
4300,https://en.wikipedia.org/wiki/Reckless_Kelly,44664,A$20 million (est.)[3],AUD,20000000.0,20000000.0,20000000.0,,A$5.4 million,AUD,5400000.0,5400000.0,5400000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0107930/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=recklesskelly.htm', 'Reckless Kelly': 'http://www.ozmovies.com.au/movie/reckless-kelly', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/reckless_kelly', 'Internet Archive': 'https://archive.org/details/reckless-kelly-1993', 'RECKLESS KELLY\xa0: 1ST RE-CUT VERSION': 'http://colsearch.nfsa.afc.gov.au/nfsa/search/display/display.w3p;adv=yes;group=;groupequals=;holdingType=;page=0;parentid=;query=Number%3A225728;querytype=;rec=0;resCount=10', 'RECKLESS KELLY\xa0: 2ND RE-CUT VERSION': 'http://colsearch.nfsa.afc.gov.au/nfsa/search/display/display.w3p;adv=yes;group=;groupequals=;holdingType=;page=0;parentid=;query=Number%3A541676;querytype=;rec=0;resCount=10'}",,
3726,https://en.wikipedia.org/wiki/Breaking_All_the_Rules_(film),44672,"$2,032,000 (estimated)",USD,2032000.0,2032000.0,2032000.0,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0088848/'},,
38491,https://en.wikipedia.org/wiki/After_the_Life,44674,$2.3 million,USD,2300000.0,2300000.0,2300000.0,,$1.2 million[1],USD,1200000.0,1200000.0,1200000.0,,{'IMDb': 'https://www.imdb.com/title/tt0233230/'},,
7609,https://en.wikipedia.org/wiki/Beijing_Rocks,44677,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0312412/'},,
26490,https://en.wikipedia.org/wiki/Altitude_(film),44678,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1407049/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/773599/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v522427', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/771208236'}",,
5822,https://en.wikipedia.org/wiki/Night_of_the_Juggler,44686,$6.5 million[4],USD,6500000.0,6500000.0,6500000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0081230/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=nightofthejuggler.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/night_of_the_juggler'}",,
15978,https://en.wikipedia.org/wiki/J._D.%27s_Revenge,44690,,,,,,,$2.4 million[1],USD,2400000.0,2400000.0,2400000.0,,{},,
14066,https://en.wikipedia.org/wiki/Take_a_Hard_Ride,44697,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0073784/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/92225/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v48445', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/55642'}",,
20645,https://en.wikipedia.org/wiki/American_Cowslip,44700,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0850648/', 'AllMovie': 'https://www.allmovie.com/movie/v494843', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/american_cowslip'}",,
14529,https://en.wikipedia.org/wiki/Betelnut_Beauty_(film),44704,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0275902/'},,
13531,https://en.wikipedia.org/wiki/Twelfth_Night_(1996_film),44705,$5 million,USD,5000000.0,5000000.0,5000000.0,,$33 million,USD,33000000.0,33000000.0,33000000.0,,{'IMDb': 'https://www.imdb.com/title/tt0117991/'},,
57258,https://en.wikipedia.org/wiki/The_Bet_(1997_film),44706,$8.5 million,USD,8500000.0,8500000.0,8500000.0,,$23.6 million[1],USD,,23600000.0,23600000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0119863/', 'AllMovie': 'https://www.allmovie.com/movie/v160068'}",,23600000.0
8552,https://en.wikipedia.org/wiki/Blue_Cha_Cha,44707,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0490004/'},,
40251,https://en.wikipedia.org/wiki/Blue_Gate_Crossing,44708,,,,,,,,,,,,,{},Failed to fetch content,
54497,https://en.wikipedia.org/wiki/Welcome_to_the_Roses,44710,$5.4 million[1],USD,5400000.0,5400000.0,5400000.0,,$2.1 million[2],USD,,2100000.0,2100000.0,,{'IMDb': 'https://www.imdb.com/title/tt0321440/'},,2100000.0
23148,https://en.wikipedia.org/wiki/Cow_(2009_film),44714,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1500703/', 'AllMovie': 'https://www.allmovie.com/movie/v499401', 'Cow': 'http://www.dianying.com/en/title/21206'}",,
23174,https://en.wikipedia.org/wiki/In_a_Better_World,44716,US$5.5 million[1],USD,5500000.0,5500000.0,5500000.0,,"Worldwide: US$13,004,504[1]",USD,13004504.0,13004504.0,13004504.0,,"{'Official website': 'http://www.sonyclassics.com/inabetterworld/', 'IMDb': 'https://www.imdb.com/title/tt1340107/', 'AllMovie': 'https://www.allmovie.com/movie/v518781', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=inabetterworld.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/in_a_better_world', 'Metacritic': 'https://www.metacritic.com/movie/in-a-better-world'}",,
1633,https://en.wikipedia.org/wiki/Get_Low_(film),44718,$7 million[1],USD,7000000.0,7000000.0,7000000.0,,$10.8 million[1],USD,10800000.0,10800000.0,10800000.0,,"{'Official website': 'http://www.sonyclassics.com/getlow/', 'IMDb': 'https://www.imdb.com/title/tt1194263/', 'True story of Felix ""Bush"" Breazeale': 'http://www.clanbreazeale.com/UncleBush/', 'West Coast Midnight Run, Volume 2010, Coming Soon Film Reviews –Get Low': 'http://midnighttracks.net/2010/getlowvid'}",,
31874,https://en.wikipedia.org/wiki/To_Love_Ophelia,44719,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0071985/'},,
7637,https://en.wikipedia.org/wiki/Babies_(film),44737,,,,,,,,,,,,,"{'StudioCanal site': 'https://web.archive.org/web/20100602022613/http://www.studiocanal.com/tous-nos-films/films-documentaire/cid11393/bebes.html', 'IMDb': 'https://www.imdb.com/title/tt1020938/', 'AllMovie': 'https://www.allmovie.com/movie/v503417'}",,
18695,https://en.wikipedia.org/wiki/Malicious_(1973_film),44741,,,,,,,"11,756,327 admissions (Italy)[1]",,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0070358/', 'AllMovie': 'https://www.allmovie.com/movie/v31027'}",,
3614,https://en.wikipedia.org/wiki/Desires_of_the_Heart_(2008_film),44748,,,,,,,¥20 million,JPY,20000000.0,20000000.0,20000000.0,,"{'Douban': 'https://movie.douban.com/subject/3268216/', 'Mtime.com': 'http://web.archive.org/web/2019/http://movie.mtime.com/45728/'}",,
37177,https://en.wikipedia.org/wiki/Race_2,44749,₹94 crore,INR,940000000.0,940000000.0,940000000.0,,₹173.36 crore[1],INR,1733600000.0000002,1733600000.0000002,1733600000.0000002,,"{'Bollywood Hungama': 'https://www.bollywoodhungama.com/movie/race-2/cast/', 'IMDb': 'https://www.imdb.com/title/tt1375789/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=race2.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/race_2'}",,
26431,https://en.wikipedia.org/wiki/The_Winning_Season,44750,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1293842/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/winning_season', 'AllMovie': 'https://www.allmovie.com/movie/v469806'}",,
7851,https://en.wikipedia.org/wiki/Dossier_K.,44751,,,,,,,,,,,,,"{'Official website': 'http://www.dossierkfilm.be/', 'IMDb': 'https://www.imdb.com/title/tt1286784/'}",,
44155,https://en.wikipedia.org/wiki/Margaret_(2011_film),44754,$14 million[2],USD,14000000.0,14000000.0,14000000.0,,"$623,292[3]",USD,,623292.0,623292.0,,"{'IMDb': 'https://www.imdb.com/title/tt0466893/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=margaret.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/margaret', 'Metacritic': 'https://www.metacritic.com/movie/margaret', 'Los Angeles Timeson production ofMargaret': 'https://web.archive.org/web/20091029142258/http://articles.latimes.com/2009/apr/26/entertainment/ca-margaret26', ""Mike D'Angelo"": 'https://web.archive.org/web/20120114032707/http://www.nashvillescene.com/nashville/how-a-grassroots-movement-is-trying-to-save-a-movie-from-oblivion-andmdash-against-its-distributors-will/Content?oid=2699189'}",,623292.0
39251,https://en.wikipedia.org/wiki/Inheritance_(2006_film),44757,,,,,,,,,,,,,"{'Inheritance.Official website.': 'http://www.inheritancedocumentary.com', 'IMDb': 'https://www.imdb.com/title/tt0827507/'}",,
26846,https://en.wikipedia.org/wiki/A_Cheerful_Gang_Turns_the_Earth,44767,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0496905/', 'Wayback Machine': 'https://web.archive.org/web/20081030030054/http://www.yo-gang.com/', 'Archived': 'http://www.nipponcinema.com/trailers/a_cheerful_gang/'}",,
3377,https://en.wikipedia.org/wiki/Warm_Water_Under_a_Red_Bridge,44768,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0289054/', 'Rotten Tomatoes': 'http://rottentomatoes.com/m/warm_water_under_a_red_bridge/', 'Midnight Eye': 'http://www.midnighteye.com/reviews/wawarebi.shtml'}",,
13461,https://en.wikipedia.org/wiki/No_Small_Affair,44772,$8.5 million,USD,8500000.0,8500000.0,8500000.0,,"$4,994,094",USD,4994094.0,4994094.0,4994094.0,,"{'IMDb': 'https://www.imdb.com/title/tt0087810/', 'AllMovie': 'https://www.allmovie.com/movie/v35542', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=nosmallaffair.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/no_small_affair', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/57159', 'Sony Pictures Entertainment': 'https://www.sonypictures.com/movies/nosmallaffair'}",,
14740,https://en.wikipedia.org/wiki/The_7_Adventures_of_Sinbad,44773,"500,000 (estimated)",,,,,,,,,,,,"{'The Asylum': 'http://newsite.theasylum.cc/index.php/titles/detail?id=a4546c3a-0ced-e311-80c1-782bcb56fee6', 'IMDb': 'https://www.imdb.com/title/tt1636629/'}",,
12076,https://en.wikipedia.org/wiki/Driverless_(film),44774,,,,,,,,,,,,,"{'Official website': 'https://web.archive.org/web/20100628175615/http://app.yule.sohu.com:80/hezuo/wurenjiashi/index.html', 'IMDb': 'https://www.imdb.com/title/tt1666661/', 'Sina page': 'http://data.ent.sina.com.cn/movie/10531.html', 'Mtime page': 'http://www.mtime.com/movie/114517/'}",,
34228,https://en.wikipedia.org/wiki/Dodging_the_Clock,44791,,,,,,,,,,,,,{},Failed to fetch content,
14349,https://en.wikipedia.org/wiki/Arena_(1989_film),44796,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0101366/'},,
6389,https://en.wikipedia.org/wiki/The_Gambler_(1974_film),44800,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0071532/'},,
4255,https://en.wikipedia.org/wiki/Real_Men_(film),44801,,,,,,,"$873,903[1]",USD,873903.0,873903.0,873903.0,,"{'IMDb': 'https://www.imdb.com/title/tt0093828/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/19521/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v40565', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/real_men', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=realmen.htm'}",,
22640,https://en.wikipedia.org/wiki/Loose_Shoes,44805,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0076582/', 'AllMovie': 'https://www.allmovie.com/movie/v30034'}",,
2929,https://en.wikipedia.org/wiki/12th_%26_Delaware,44806,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1548865/', 'Vimeo': 'https://vimeo.com/38508436', '""Abortion Battle\'s Hidden Front: Heidi Ewing and Rachel Grady, In Conversation withWilliams Cole""': 'http://brooklynrail.org/2010/07/express/abortion-battles-hidden-front-heidi-ewing-and-rachel-grady-in-conversation-with-williams-cole/'}",,
15105,https://en.wikipedia.org/wiki/Sweepers_(film),44808,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0120851/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/sweepers', 'AllMovie': 'https://www.allmovie.com/movie/v175674'}",,
36740,https://en.wikipedia.org/wiki/Maiko_Haaaan!!!,44814,,,,,,,,,,,,,"{'Official website': 'http://www.maikohaaaan.com/index.html', 'IMDb': 'https://www.imdb.com/title/tt0907652/'}",,
30180,https://en.wikipedia.org/wiki/The_Greatest_Silence:_Rape_in_the_Congo,44819,,,,,,,,,,,,,{},Failed to fetch content,
19026,https://en.wikipedia.org/wiki/Hugo_(film),44826,$150–170 million[4],USD,150.0,170000000.0,85000075.0,,$185.8 million[5],USD,185800000.0,185800000.0,185800000.0,,"{'Official website': 'http://www.hugomovie.com/', 'IMDb': 'https://www.imdb.com/title/tt0970179/', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/813138/enwp', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/hugo', 'Metacritic': 'https://www.metacritic.com/movie/hugo', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=hugocabret.htm', 'AllMovie': 'https://www.allmovie.com/movie/v515326'}",,
36995,https://en.wikipedia.org/wiki/Dor_(film),44827,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0824316/', 'Variety review': 'https://www.variety.com/review/VE1117932377.html?categoryid=31&cs=1&p=0'}",,
7819,https://en.wikipedia.org/wiki/Battleship_(film),44833,$209–220 million[2][3],USD,209.0,220000000.0,110000104.5,,$303 million[2],USD,303000000.0,303000000.0,303000000.0,,"{'': 'http://www.battleshipmovie.com/', 'AFI Catalog of Feature Films': 'https://catalog.afi.com/Catalog/moviedetails/68568', 'AllMovie': 'https://www.allmovie.com/movie/v501081', 'IMDb': 'https://www.imdb.com/title/tt1440129/', 'Internet Speculative Fiction Database': 'https://www.isfdb.org/cgi-bin/title.cgi?1391518', 'Metacritic': 'https://www.metacritic.com/movie/battleship', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=battleship.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/battleship', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/792513/enwp'}",,
48881,https://en.wikipedia.org/wiki/Hesher_(film),44835,$7 million[1],USD,7000000.0,7000000.0,7000000.0,,"$449,702[1]",USD,,449702.0,449702.0,,"{'IMDb': 'https://www.imdb.com/title/tt1403177/', 'AllMovie': 'https://www.allmovie.com/movie/v507374', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=hesher.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/hesher'}",,449702.0
2409,https://en.wikipedia.org/wiki/Forever_Enthralled,44837,$15 million,USD,15000000.0,15000000.0,15000000.0,,,,,,,,"{'Official website': 'http://meilanfang.sina.com.cn/', 'IMDb': 'https://www.imdb.com/title/tt0851532/', 'AllMovie': 'https://www.allmovie.com/movie/v479875'}",,
14236,https://en.wikipedia.org/wiki/Honest_(film),44845,£3 million,GBP,3000000.0,3000000.0,3000000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0192126/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/honest'}",,
37932,https://en.wikipedia.org/wiki/Lady_Daddy,44849,,,,,,,"US$1,072,598[1]",USD,1072598.0,1072598.0,1072598.0,,"{'IMDb': 'https://www.imdb.com/title/tt1655614/', 'Korean Movie Database': 'https://www.kmdb.or.kr/eng/db/kor/detail/movie/K/10433', 'HanCinema': 'https://www.hancinema.net/korean_movie_Lady_Daddy.php'}",,
6613,https://en.wikipedia.org/wiki/Iron_Monkey_2,44852,,,,,,,"US$14,569,178(United States)[1]",USD,14569178.0,14569178.0,14569178.0,,"{'IMDb': 'https://www.imdb.com/title/tt0172610/', 'Hong Kong Movie DataBase': 'https://www.hkmdb.com/db/movies/view.mhtml?id=8151&display_set=eng'}",,
16913,https://en.wikipedia.org/wiki/The_Claim_(2000_film),44853,"$20,000,000 (estimated)",USD,20000000.0,20000000.0,20000000.0,,"$669,258[1]",USD,669258.0,669258.0,669258.0,,"{'IMDb': 'https://www.imdb.com/title/tt0218378/', 'AllMovie': 'https://www.allmovie.com/movie/v230195', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/claim'}",,
13484,https://en.wikipedia.org/wiki/Warriors_of_Virtue:_The_Return_to_Tao,44854,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0316882/'},,
1663,https://en.wikipedia.org/wiki/Molly_(1999_film),44857,$21 million,USD,21000000.0,21000000.0,21000000.0,,"$17,650 (USA)",USD,17650.0,17650.0,17650.0,,"{'IMDb': 'https://www.imdb.com/title/tt0143746/', 'AllMovie': 'https://www.allmovie.com/movie/v180792', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/415983/enwp', 'Trailer': 'https://www.youtube.com/watch?v=yx8Ih1o4dmA'}",,
24967,https://en.wikipedia.org/wiki/Mortuary_(1982_American_film),44859,,,,,,,$4.3 million[3],USD,4300000.0,4300000.0,4300000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0087746/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/mortuary', 'AllMovie': 'https://www.allmovie.com/movie/v33372'}",,
14728,https://en.wikipedia.org/wiki/Final_Victory,44861,,,,,,,HK$5.8 million,HKD,5800000.0,5800000.0,5800000.0,,"{'Hong Kong Movie DataBase': 'https://www.hkmdb.com/db/movies/view.mhtml?id=6893&display_set=eng', 'Hong Kong Cinemagic': 'http://www.hkcinemagic.com/en/movie.asp?id=53', 'IMDb': 'https://www.imdb.com/title/tt0094387/'}",,
3538,https://en.wikipedia.org/wiki/Once_Fallen,44862,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1087524/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/once_fallen_2009'}",,
7658,https://en.wikipedia.org/wiki/The_Magic_Flute_(1975_film),44864,"$650,000",USD,650000.0,650000.0,650000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0073822/', 'AllMovie': 'https://www.allmovie.com/movie/v30783', 'Swedish Film Institute Database': 'https://www.svenskfilmdatabas.se/en/item/?type=film&itemid=4961', 'Peter Cowie': 'https://www.criterion.com/current/posts/73-the-magic-flute'}",,
12916,https://en.wikipedia.org/wiki/The_Grandmaster_(film),44865,¥240 million (US$38.6 million)[3],JPY,240000000.0,240000000.0,240000000.0,,US$64.1 million[2],USD,64099999.99999999,64099999.99999999,64099999.99999999,,"{'IMDb': 'https://www.imdb.com/title/tt1462900/', 'AllMovie': 'https://www.allmovie.com/movie/v576675', 'Metacritic': 'https://www.metacritic.com/movie/the-grandmaster', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=grandmasters.htm', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/the_grandmaster', 'Hong Kong Movie DataBase': 'https://www.hkmdb.com/db/movies/view.mhtml?id=14029&display_set=eng'}",,
4166,https://en.wikipedia.org/wiki/Park_Benches,44866,$5.8 million [1],USD,5800000.0,5800000.0,5800000.0,,$1.9 million [2],USD,1900000.0,1900000.0,1900000.0,,"{'IMDb': 'https://www.imdb.com/title/tt1156505/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/bancs_publics_versailles_rive_droite', 'Park Benches': 'http://www.fluge.com/bancs-publics-movie.html', '""Park Benches (Bancs publics (Versailles rive droite))""': 'http://cineuropa.org/f.aspx?t=film&documentID=84961'}",,
9214,https://en.wikipedia.org/wiki/20_Cigarettes_(film),44872,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt1517805/'},,
22281,https://en.wikipedia.org/wiki/4.3.2.1.,44877,,,,,,,"$1,163,967[1]",USD,1163967.0,1163967.0,1163967.0,,{'IMDb': 'https://www.imdb.com/title/tt1514041/'},,
30929,https://en.wikipedia.org/wiki/Toi_et_moi_(film),44886,,,,,,,,,,,,,{},Failed to fetch content,
1429,https://en.wikipedia.org/wiki/I_Love_You_in_Every_Language_in_the_World,44894,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0493171/'},,
18639,https://en.wikipedia.org/wiki/Marriage_and_Other_Disasters,44897,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt1274297/'},,
